Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Michel Aebischer,ch SUI,MF,,Young Boys,Europa League,2021,1997,6.4,,0,7,1,14.3,1.09,0.16,0,0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,,246,322,76.4,4878,1380,89,101,88.1,111,132,84.1,39,72,54.2,2,0.7,1.3,9,16,2,0,21,,288,34,13,0,39,10,5,20,5,11,2,225,29,68,27,282,6,0,4,1,3,10,10,,20,3.3,13,6,1,0,0,0,3,0.5,1,2,0,0,0,0,0,,12,10,7,5,0,3,16,18.8,13,135,40,29.6,50,67,18,7,0,0,7,5,17,8,0,,378,14,95,219,104,2,346,6,10,60,6,2,240,1337,809,34,18,1,9,6,274,244,89.1,16,,3,0,0,13,9,1,5,5,10,0,0,0,65,3,5,37.5
Jonathan Agudelo,co COL,FW,,Be'er Sheva,Europa League,2021,1992,2.1,,1,1,1,100,0.47,0.47,1,1,6,0,0,0,0.8,0.8,0.79,0.2,0.2,,14,21,66.7,153,14,8,14,57.1,4,4,100,0,0,,1,0.1,0.9,2,1,0,0,0,,17,4,1,0,3,0,0,0,0,0,0,14,5,2,2,15,4,0,0,0,0,0,2,,2,0.94,2,0,0,0,0,0,1,0.47,1,0,0,0,0,0,0,,2,0,1,1,0,0,0,,0,50,8,16,4,31,15,2,0,0,2,0,2,1,0,,40,0,9,25,6,2,37,0,3,0,0,0,20,58,31,2,0,0,4,3,47,24,51.1,7,,1,0,0,5,5,1,0,0,0,0,0,0,7,0,6,0
Ahmed Ahmedov,bg BUL,MF,FW,CSKA Sofia,Europa League,2021,1995,0.6,,0,1,0,0,1.55,0,0,,7,0,0,0,0.1,0.1,0.14,-0.1,-0.1,,12,15,80,212,40,9,10,90,1,2,50,2,3,66.7,0,0,0,1,1,0,0,1,,14,1,0,0,5,0,1,0,0,0,0,8,3,4,5,6,1,1,1,0,0,0,0,,2,4.19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,2,50,1,14,4,28.6,2,8,4,1,0,0,1,0,1,1,0,,23,1,4,8,12,2,22,0,0,,0,0,12,61,29,0,0,0,2,1,27,16,59.3,4,,0,0,0,0,1,0,1,0,1,0,0,0,2,2,4,33.3
Kristoffer Ajer,no NOR,DF,,Celtic,Europa League,2021,1998,4.5,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,155,193,80.3,3322,1097,45,52,86.5,77,93,82.8,31,45,68.9,1,0.4,0.6,4,11,3,1,11,,179,14,3,0,33,8,4,0,0,0,0,131,20,42,12,153,9,11,0,0,2,1,1,,5,1.1,4,0,1,0,0,0,2,0.44,1,0,1,0,0,0,0,,11,5,9,1,1,7,8,87.5,1,44,20,45.5,30,11,3,10,4,0,6,5,16,14,0,,229,34,111,118,20,4,215,1,1,100,1,0,135,1048,565,23,8,2,2,2,136,130,95.6,2,,0,0,0,5,1,0,4,5,5,0,0,0,46,10,5,66.7
Albian Ajeti,ch SUI,FW,MF,Celtic,Europa League,2021,1997,1.8,,0,3,0,0,1.66,0,0,,12.7,0,0,0,0.3,0.3,0.09,-0.3,-0.3,,27,30,90,380,35,17,19,89.5,7,8,87.5,2,2,100,1,0.1,0.9,2,1,1,0,1,,25,5,0,0,8,0,0,0,0,0,0,21,9,0,4,22,1,1,1,1,0,0,1,,4,2.21,3,0,0,1,0,0,2,1.1,2,0,0,0,0,0,0,,1,1,0,0,1,0,2,0,2,32,6,18.8,1,13,18,1,0,0,1,0,1,1,0,,60,1,5,27,33,8,55,1,1,100,1,0,45,224,97,4,1,1,8,10,83,42,50.6,10,,1,0,0,7,4,2,0,0,1,0,0,0,8,2,8,20
Ilzat Akhmetov,ru RUS,MF,FW,CSKA Moscow,Europa League,2021,1997,2,,0,2,1,50,1.01,0.51,0,0,23.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,123,141,87.2,2042,497,64,71,90.1,42,46,91.3,14,17,82.4,0,0.1,-0.1,3,13,3,1,14,,138,3,3,0,14,6,2,0,0,0,0,106,18,17,20,112,8,0,1,0,4,2,3,,8,4.04,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,1,3,0,0,2,0,2,26,12,46.2,7,15,4,6,0,0,6,1,5,2,0,,161,2,26,98,58,3,159,4,6,66.7,4,0,119,574,325,21,8,0,1,2,129,115,89.1,9,,1,0,0,3,2,0,2,1,4,0,0,0,31,0,3,0
Kevin Akpoguma,ng NGA,DF,,Hoffenheim,Europa League,2021,1995,3.7,,0,2,0,0,0.55,0,0,,28.9,0,0,0,0,0,0.02,0,0,,242,273,88.6,4834,1461,85,92,92.4,119,131,90.8,35,46,76.1,0,0.2,-0.2,2,28,2,0,22,,261,12,9,0,10,4,2,0,0,0,0,238,11,24,44,216,9,3,0,1,3,3,4,,7,1.91,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,6,8,5,1,6,10,60,4,47,15,31.9,26,20,1,5,1,0,4,1,15,7,0,,304,30,120,184,26,1,292,3,3,100,3,0,218,1450,901,30,7,0,1,0,229,224,97.8,1,,0,0,0,3,5,0,2,1,6,0,0,0,40,3,8,27.3
Deni Alar,at AUT,FW,,Rapid Wien,Europa League,2021,1990,0.8,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,10,14,71.4,127,1,6,7,85.7,4,5,80,0,0,,0,0,0,0,0,0,0,0,,10,4,0,0,2,0,0,0,0,0,0,10,3,1,7,6,1,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,1,0,1,10,2,20,1,7,2,0,0,0,0,0,1,0,0,,16,0,1,14,1,0,12,0,0,,0,0,7,21,12,1,0,0,1,0,32,11,34.4,2,,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,0
Lucas Alario,ar ARG,FW,,Leverkusen,Europa League,2021,1992,2.4,,2,8,3,37.5,3.36,1.26,0.25,0.67,15.2,0,0,0,1,1,0.13,1,1,,35,48,72.9,501,40,20,21,95.2,11,17,64.7,2,6,33.3,0,0,0,0,2,0,0,0,,45,3,0,0,10,0,0,0,0,0,0,39,5,4,8,37,1,0,0,0,2,2,1,,3,1.26,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,1,0,1,48,10,20.8,1,17,30,0,0,0,0,0,1,1,0,,72,1,6,34,34,11,69,2,3,66.7,2,0,47,206,42,3,0,1,4,2,110,59,53.6,23,,1,0,0,5,6,2,0,0,0,0,0,0,5,4,15,21.1
Raúl Albiol,es ESP,DF,,Villarreal,Europa League,2021,1985,6,,1,1,1,100,0.17,0.17,1,1,5,0,0,0,0.2,0.2,0.18,0.8,0.8,,374,405,92.3,8539,2352,86,90,95.6,213,227,93.8,74,84,88.1,0,0.2,-0.2,1,19,1,0,20,,393,12,12,1,19,13,0,0,0,0,0,348,19,38,60,334,9,0,1,0,5,6,3,,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,6,7,1,0,3,3,100,0,30,9,30,14,15,1,8,4,0,4,5,13,29,0,,461,64,247,243,5,1,449,0,0,,0,0,307,2084,1436,28,2,0,3,1,357,356,99.7,0,,1,0,0,4,3,0,0,5,6,0,0,0,37,6,4,60
Marc Albrighton,eng ENG,DF,FW,Leicester City,Europa League,2021,1989,4,,0,5,2,40,1.24,0.49,0,0,19.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,78,118,66.1,1583,549,36,45,80,26,38,68.4,14,28,50,1,0.4,0.6,2,5,4,3,8,,103,15,1,0,11,7,11,3,0,3,0,55,34,29,9,93,3,11,0,0,2,3,6,,4,0.99,4,0,0,0,0,0,1,0.25,1,0,0,0,0,0,0,,6,1,3,2,1,1,8,12.5,7,70,23,32.9,24,34,12,10,1,0,9,6,12,7,0,,166,5,43,68,60,6,151,2,3,66.7,2,0,87,395,166,8,3,0,3,4,140,94,67.1,19,,2,0,0,4,3,0,11,6,1,0,0,0,20,3,6,33.3
Paco Alcácer,es ESP,FW,,Villarreal,Europa League,2021,1993,2.5,,5,8,7,87.5,3.23,2.83,0.5,0.57,12.5,0,1,2,3.9,2.4,0.33,1.1,1.6,,32,44,72.7,527,40,15,21,71.4,8,10,80,4,6,66.7,1,0.6,0.4,3,0,2,0,3,,41,3,0,1,7,2,0,0,0,0,0,27,11,6,9,31,1,0,1,0,2,3,2,,5,2.02,4,0,0,1,0,0,2,0.81,1,0,0,1,0,0,0,,2,1,0,2,0,0,2,0,2,34,12,35.3,3,14,17,2,0,0,2,2,4,1,0,,69,0,5,32,33,17,65,0,2,0,0,0,35,96,42,3,0,1,1,3,100,48,48,11,,0,0,0,1,3,0,0,2,1,0,0,0,9,2,4,33.3
Toby Alderweireld,be BEL,DF,,Tottenham,Europa League,2021,1989,3,,0,1,0,0,0.33,0,0,,3.6,0,0,0,0.1,0.1,0.09,-0.1,-0.1,,184,205,89.8,4423,1428,40,41,97.6,99,103,96.1,44,57,77.2,0,0.1,-0.1,1,17,3,0,13,,196,9,8,0,14,7,0,0,0,0,0,152,11,42,38,155,7,1,2,1,1,0,4,,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,5,20,4,16,2,12.5,8,7,1,4,2,0,2,2,3,14,0,,227,22,86,142,11,2,218,1,1,100,1,0,150,679,281,8,2,0,0,1,163,161,98.8,0,,1,0,0,3,0,0,0,2,0,0,0,0,36,6,3,66.7
Almoatasembellah Ali,ly LBY,MF,,Braga,Europa League,2021,1996,3.8,,1,3,1,33.3,0.8,0.27,0.33,1,23.4,0,0,0,0.1,0.1,0.03,0.9,0.9,,204,228,89.5,4721,688,64,73,87.7,83,89,93.3,54,62,87.1,0,0.1,-0.1,2,14,1,0,16,,223,5,5,0,30,17,0,0,0,0,0,186,17,25,22,190,6,0,3,0,3,3,1,,9,2.39,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,7,6,3,4,0,3,8,37.5,5,56,16,28.6,15,38,3,8,4,0,4,8,15,3,0,,263,8,61,188,33,1,259,2,3,66.7,2,0,179,812,284,11,5,0,4,3,182,171,94,2,,2,0,0,3,1,0,0,8,6,0,0,0,50,7,4,63.6
Dele Alli,eng ENG,MF,,Tottenham,Europa League,2021,1996,5,,2,9,6,66.7,1.8,1.2,0.11,0.17,18.4,0,1,1,1.6,0.8,0.09,0.4,0.2,,223,280,79.6,3399,743,126,142,88.7,77,96,80.2,11,22,50,3,2.3,0.7,11,14,8,2,17,,266,14,4,1,67,5,7,1,0,0,0,217,31,32,11,253,3,2,7,0,5,7,8,,22,4.39,19,0,1,1,1,0,5,1,5,0,0,0,0,0,0,,10,8,0,7,3,1,11,9.1,10,97,28,28.9,10,58,29,8,0,0,8,4,14,2,0,,356,2,26,193,158,27,342,5,11,45.5,5,2,251,1120,438,26,12,2,15,14,345,275,79.7,59,,2,0,0,7,8,1,7,4,8,0,0,0,38,5,5,50
Christos Almpanis,gr GRE,FW,,AEK Athens,Europa League,2021,1994,0.9,,0,1,0,0,1.07,0,0,,22.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,19,27,70.4,319,70,9,10,90,9,13,69.2,1,4,25,0,0.8,-0.8,1,0,2,1,1,,27,0,0,0,2,1,2,0,0,0,0,18,4,5,3,21,2,0,0,0,0,1,0,,2,2.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,2,0,3,0,3,25,8,32,7,8,10,1,0,0,1,0,2,0,0,,41,0,3,19,21,3,41,3,4,75,3,0,32,128,62,3,1,0,3,3,34,25,73.5,7,,0,0,0,1,2,0,2,0,2,0,0,0,10,1,1,50
Éder Álvarez Balanta,co COL,MF,,Club Brugge,Europa League,2021,1993,2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,74,91,81.3,1389,387,30,38,78.9,28,31,90.3,11,14,78.6,0,0,0,1,8,0,0,5,,90,1,1,0,9,2,0,0,0,0,0,54,16,21,63,13,9,0,0,0,1,2,2,,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,3,3,0,2,0,1,0,1,50,12,24,15,24,11,5,1,0,4,4,9,5,0,,116,3,24,80,19,3,115,2,4,50,2,0,61,292,130,8,2,1,1,3,66,62,93.9,4,,0,0,0,6,0,0,0,4,3,0,0,0,31,7,2,77.8
Edson Álvarez,mx MEX,MF,DF,Ajax,Europa League,2021,1997,4,,0,2,1,50,0.5,0.25,0,0,8.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2,,228,258,88.4,4132,908,82,88,93.2,112,128,87.5,25,29,86.2,0,0.1,-0.1,2,23,0,0,13,,252,6,6,0,30,4,0,0,0,0,0,203,24,31,24,212,11,0,3,0,0,7,3,,3,0.75,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,0,,12,6,6,4,2,7,11,63.6,4,61,19,31.1,26,29,6,13,4,0,9,3,15,16,0,,309,22,100,193,32,4,304,4,4,100,4,0,196,921,355,9,3,0,2,0,224,209,93.3,3,,1,0,0,4,3,0,0,3,6,0,0,0,40,15,7,68.2
Rodrigo Alves Soares,br BRA,DF,,PAOK,Europa League,2021,1992,4.1,,0,2,0,0,0.48,0,0,,29.9,0,0,0,0,0,0.02,0,0,,181,227,79.7,3446,1094,87,92,94.6,69,88,78.4,25,43,58.1,0,0,0,0,8,3,0,15,,188,39,5,0,30,8,12,0,0,0,0,131,50,46,28,159,5,34,0,1,3,3,3,,4,0.97,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,2,2,1,2,4,4,100,0,34,15,44.1,14,13,7,9,0,0,9,4,9,12,0,,264,16,94,117,65,3,228,0,2,0,0,0,161,855,443,20,2,0,6,2,171,155,90.6,9,,1,0,0,1,1,0,12,4,2,0,0,0,41,2,6,25
Mohamed Aly Camara,gn GUI,DF,,Young Boys,Europa League,2021,1997,4.5,,0,1,0,0,0.22,0,0,,2,0,0,0,0.5,0.5,0.5,-0.5,-0.5,,147,174,84.5,3142,1338,48,54,88.9,73,79,92.4,26,40,65,0,0,0,0,11,0,0,11,,165,9,6,0,14,2,0,0,0,0,0,129,13,32,7,150,9,3,1,1,1,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4,3,2,0,2,4,50,2,53,23,43.4,32,19,2,7,2,0,5,6,11,20,0,,213,28,122,95,4,3,204,0,0,,0,0,106,655,339,8,1,0,2,1,135,131,97,0,,2,1,0,13,2,0,0,6,4,0,1,0,34,6,4,60
Alfons Amade,de GER,MF,,Hoffenheim,Europa League,2021,1999,0.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,10,12,83.3,125,41,8,9,88.9,2,2,100,0,1,0,0,0,0,0,0,0,0,2,,12,0,0,0,0,1,0,0,0,0,0,9,2,1,1,9,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,2,0,2,7,4,57.1,4,2,1,0,0,0,0,0,1,0,0,,14,1,5,6,3,0,14,0,1,0,0,0,8,31,13,1,0,0,0,0,12,11,91.7,1,,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,
Selim Amallah,ma MAR,FW,MF,Standard Liège,Europa League,2021,1996,2.3,,0,1,0,0,0.43,0,0,,7.2,0,0,0,0,0,0.04,0,0,,47,60,78.3,1121,227,17,20,85,15,18,83.3,14,21,66.7,0,0.1,-0.1,3,6,0,0,5,,49,11,3,0,11,7,1,4,2,1,0,36,11,13,2,54,1,0,1,0,0,1,0,,4,1.71,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,0,2,1,1,2,50,1,52,6,11.5,8,29,15,8,2,0,6,3,6,0,0,,105,0,22,61,33,4,96,6,12,50,6,0,72,241,44,3,2,0,8,12,108,67,62,12,,0,0,0,6,5,1,1,3,2,0,0,0,13,3,9,25
